tax_id	abundance	species	genus	family	order	class	phylum	clade	superkingdom	subspecies	species subgroup	species group	estimated counts
1413	0.00023319615912208505	Evansella cellulosilytica	Evansella	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria				17.052935528120713
91750	0.0008891328220251706	uncultured Alphaproteobacteria bacterium				Alphaproteobacteria	Proteobacteria		Bacteria				65.01961587623465
1632641	0.00021230991697435101	bacterium YC-ZSS-LKJ60							Bacteria				15.525587298583366
1418	0.0003587961620817591	Caldalkalibacillus mannanilyticus	Caldalkalibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria				26.237686944552795
354366	0.00038166291603289825	Bacillus sp. M115	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria				27.90986406073775
156405	0.00027584021241910776	uncultured Chlorobi bacterium					Chlorobi	FCB group	Bacteria				20.171367213572093
180282	0.0010973936899862594	Delftia tsuruhatensis	Delftia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria				80.2491083676252
1632556	0.0007955937935902855	bacterium YC-ZSS-LKJ160							Bacteria				58.17938734387681
96419	0.0008884105244602699	uncultured bacterium B6-59							Bacteria				64.96679642220616
156588	0.00037037037037037035	uncultured Verrucomicrobia bacterium					Verrucomicrobia	PVC group	Bacteria				27.084074074074074
75449	0.0003631893907449072	uncultured haloarchaeon MSP1					Euryarchaeota		Archaea				26.55895057700283
75451	0.0002266597176227197	uncultured haloarchaeon MSP9					Euryarchaeota		Archaea				16.574945170596624
344985	0.00048010973936899864	Planococcus sp. Tibet-IX21	Planococcus	Planococcaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria				35.10898491083676
201088	0.0003920429758109545	uncultured Desulfosporosinus sp.	Desulfosporosinus	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				28.66892669212767
283702	0.00021511980761158275	Syntrophobacterium sulfatireducens	Syntrophobacterium	Syntrophobacteraceae	Syntrophobacterales	Deltaproteobacteria	Proteobacteria		Bacteria				15.731066171212213
221169	0.00017798604181695448	uncultured Gemmatimonas sp.	Gemmatimonas	Gemmatimonadaceae	Gemmatimonadales	Gemmatimonadetes	Gemmatimonadetes	FCB group	Bacteria				13.01558527994843
320502	0.0001372740704475946	Acetivibrio alkalicellulosi	Acetivibrio	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				10.038440949621249
766136	0.00022803761156024084	Desulfuribacillus alkaliarsenatis	Desulfuribacillus		Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria				16.67570642056573
113228	0.000932678994104945	Natronoanaerobium salstagnum	Natronoanaerobium	Natranaerobiaceae	Natranaerobiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				68.20401680191232
62664	0.00015025715722705765	uncultured proteobacterium OCS7	Zoogloea	Zoogloeaceae	Rhodocyclales	Betaproteobacteria	Proteobacteria		Bacteria				10.987855136543045
1632553	0.0001783264746227709	bacterium YC-ZSS-LKJ158							Bacteria				13.040480109739368
unassigned	0.0												4759.0
