tax_id	abundance	species	genus	family	order	class	phylum	clade	superkingdom	subspecies	species subgroup	species group	estimated counts
1243630	0.00687949823663625	Arthrobacter sp. G20	Arthrobacter	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria				50.16530114155154
2731377	0.018261450757674207	Alkalicella caledoniensis	Alkalicella	Proteinivoraceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				133.16249892496032
208226	0.004056365538915671	Alkaliphilus metalliredigens	Alkaliphilus	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				29.579017509773074
114243	0.008199652408453653	uncultured euryarchaeote					Euryarchaeota		Archaea				59.791865362444035
34034	0.0044879964292684205	uncultured delta proteobacterium				Deltaproteobacteria	Proteobacteria		Bacteria				32.72646996222532
114628	0.004672554530723974	Alkaliphilus transvaalensis	Alkaliphilus	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				34.07226763803922
244328	0.003101110092294908	uncultured Clostridia bacterium				Clostridia	Firmicutes	Terrabacteria group	Bacteria				22.613294793014468
75454	0.013806392265111267	uncultured haloarchaeon MSP14					Euryarchaeota		Archaea				100.67621239719136
215779	0.006758943010791245	uncultured candidate division MSBL1 archaeon					Euryarchaeota	candidate division MSBL1	Archaea				49.28621243468976
700499	0.006611231249801753	uncultured Clostridiisalibacter sp.	Clostridiisalibacter	Thermohalobacteraceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				48.20909827355438
160804	0.025420612671420074	uncultured haloarchaeon		Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	Stenosarchaea group	Archaea				185.3671075999952
1396	0.0022681585544528475	Bacillus cereus	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria			Bacillus cereus group	16.539412179070165
75456	0.0020240763749588522	uncultured haloarchaeon MSP17					Euryarchaeota		Archaea				14.75956492619995
75455	0.011410608572963825	uncultured haloarchaeon MSP16					Euryarchaeota		Archaea				83.20615771405221
75452	0.0026823767034211492	uncultured haloarchaeon MSP11					Euryarchaeota		Archaea				19.55989092134702
75449	0.02577062641081779	uncultured haloarchaeon MSP1					Euryarchaeota		Archaea				187.91940778768333
1455636	0.004919936448292698	uncultured haloalkaliphilic bacterium							Bacteria				35.87617658095035
172733	0.006112611893601124	uncultured Eubacteriales bacterium			Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				44.573165928139396
198431	0.01966714425126068	uncultured prokaryote											143.41281588019288
83428	0.004687521065126355	uncultured Bacillus sp.	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria				34.18140360690138
1652101	0.0024611377886833755	Polygonibacillus indicireducens	Polygonibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria				17.946616755079173
387343	0.005247413109826002	Halopiger xanaduensis	Halopiger	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	Stenosarchaea group	Archaea				38.26413639685121
1211	0.0034114214008003807	uncultured cyanobacterium					Cyanobacteria	Terrabacteria group	Bacteria				24.876084854636375
137771	0.002321955896675158	uncultured diatom					Bacillariophyta	Sar	Eukaryota				16.931702398555252
100272	0.00480742292267227	uncultured eukaryote							Eukaryota				35.05572795212619
164851	0.002604669774840199	uncultured soil bacterium							Bacteria				18.99325199813473
1434881	0.0058860995512106246	Orenia chitinitropha	Orenia	Halobacteroidaceae	Halanaerobiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				42.921437927427874
1795816	0.006099639369488127	Candidatus Syntrophonatronum acetioxidans	Candidatus Syntrophonatronum	Syntrophomonadaceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				44.47857028230742
427921	0.007025372408811277	Bacillus sp. ANL-isoa2	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria				51.22901560505183
723920	0.004020374814099494	Natroniella sp. AHT18	Natroniella	Halobacteroidaceae	Halanaerobiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				29.316573144413507
1664035	0.0018124715439315029	Desulfitispora elongata	Desulfitispora	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				13.216542498348518
622674	0.001841082866181178	Desulfitispora alkaliphila	Desulfitispora	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				13.42517626019315
1260629	0.013910356620060675	Proteinivorax tanatarense	Proteinivorax	Proteinivoraceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				101.43432047348244
38145	0.003614668131537085	uncultured Gram-positive bacterium							Bacteria				26.358160015168426
215776	0.00845255542249915	uncultured Halanaerobiales bacterium			Halanaerobiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				61.636034140863806
77133	0.0016774352298868022	uncultured bacterium							Bacteria				12.231857696334561
1482731	0.003415099894043733	Alkaliphilus serpentinus	Alkaliphilus	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				24.902908427366903
309164	0.0019671209779401435	uncultured Dunaliella sp.	Dunaliella	Dunaliellaceae	Chlamydomonadales	Chlorophyceae	Chlorophyta	core chlorophytes	Eukaryota				14.344246171139526
543059	0.003414875043941477	uncultured Halothermothrix sp.	Halothermothrix	Halanaerobiaceae	Halanaerobiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				24.90126882042125
375929	0.001841902568332673	Natranaerobius thermophilus	Natranaerobius	Natranaerobiaceae	Natranaerobiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				13.431153528281852
1482732	0.001741124179525361	Alkaliphilus pronyensis	Alkaliphilus	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				12.696277517098933
1548597	0.0022481382602978247	Anaerobacillus alkaliphilus	Anaerobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria				16.39342419409174
unassigned	0.0												181966.0
